OBJECTID,ACRES,ZPREFIX,ZCASE,ZREVISION,ZYEAR,SPPREFIX,SPCASE,SPREVISION,SPYEAR,ZONING,REDEFINE1,DATE_APPRO,LABEL1,ORD_NUM,HISTORIC,GEN_ZONE,INSERT_DATE,UPDATE_DATE,ANID,TOD
1408324,4.51385937,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71271, 
1408325,1.93336036,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71272, 
1408326,74.34161848,Z, , , , , , , ,R1-6, , ,R1-6 HP, ,HP,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71273, 
1408327,1.09990269,Z, , , ,SP,9, ,91,C-2,Z-SP-9-91, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71274, 
1408328,2.08156828,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71275, 
1408329,0.2488898,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71276, 
1408330,4.4411611,Z,24, ,94, , , , ,R1-10,Z-24-94, ,R1-10*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71277, 
1408331,3.92549836,Z,27, ,17, , , , ,PUD,Z-27-17,12/13/2017,PUD*,G-6373, ,PUD,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71278, 
1408332,6.16628059,Z,211, ,82, , , , ,R1-18,Z-211-82, ,R1-18*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71279, 
1408333,316.59982072,Z, , , , , , , ,RE-35, , ,RE-35, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71280, 
1408334,1.19492851,Z,276, ,83, , , , ,R-3A,Z-276-83, ,R-3A*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71281, 
1408335,4.07972249,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71283, 
1408336,0.50948384,Z,30, ,91, , , , ,C-1,Z-30-91, ,C-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71284, 
1408337,16.63715222,Z,64, ,92, , , , ,R1-18,Z-64-92, ,R1-18*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71285, 
1408338,0.36359882,Z,336, ,82, , , , ,C-2,Z-336-82, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71286, 
1408339,2.81306891,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71287, 
1408340,7.58069579,Z,109, ,07, , , , ,C-2,"64-85; 109-07",01-09-2008,C-2 M-R DNS/WVR*,G-5070, ,Commercial,2023/04/17 20:31:07+00,2024/10/09 21:26:02+00,71288, 
1408341,12.94956833,Z, , , , , , , ,PSC, , ,PSC, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71289, 
1408342,15.65242123,Z,94, ,85, , , , ,R-2,Z-94-85, ,R-2*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71290, 
1408343,20.05169028,Z,38, ,99, , , , ,R1-8,Z-38-99, ,R1-8*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71291, 
1408344,100.32877214,Z,50, ,98, , , , ,R1-10,Z-50-98, ,R1-10 PRD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71292, 
1408345,0.62811434,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71293, 
1408346,3.78362995,Z,65, ,86, , , , ,R-3,Z-65-86, ,R-3*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71294, 
1408347,1720.03118455,Z,43, ,02, , , , ,S-1,Z-43-02,10-30-2002,S-1*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71295, 
1408348,2.72831694,Z,20, ,92, , , , ,P-1,Z-20-92, ,P-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71296, 
1408349,0.24808804,Z,261, ,82,SP,23, ,92,C-2,Z-261-82, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71297, 
1408350,17.92754769,Z,53, ,20, , , , ,R1-8,Z-53-20,3/03/2021,R1-8*,G-6821, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71333, 
1408351,2.4482359,Z,36, ,20, , , , ,C-2,Z-36-20,11/04/2020,C-2 SP HGT/WVR*,G-6764, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71334, 
1408352,100.34878539,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71335, 
1408353,46.72767276,Z,1, ,10, , , , ,DTC-TwnPk,Z-1-10,03-03-2010,DTC-Townsend Park*,G-5490, ,Downtown Code,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71336, 
1408354,448.3275799,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/10/10 21:23:51+00,71337, 
1408355,1.09478181,Z, , , ,SP,43, ,96,C-2,Z-SP-43-96, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71339, 
1408356,39.75824663,Z,127, ,01, , , , ,R-2,Z-127-01,01-30-2002,R-2*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71340, 
1408357,0.36935208,Z,10, ,90, , , , ,C-O,Z-10-90, ,C-O HP, ,HP,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71357, 
1408358,5.56374954,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71358, 
1408359,1.17297507,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71359, 
1408360,0.24297941,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71360, 
1408361,5.73183315,Z,25, ,00, , , , ,GC,Z-25-00, ,GC, , ,Commercial,2023/04/17 20:31:07+00,2024/10/22 16:45:12+00,71361, 
1408362,1.33807945,Z,152, ,97, , , , ,R1-6,Z-152-97, ,R1-6*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71362, 
1408363,0.65490432,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71363, 
1408364,56.84351347,Z,64, ,94, , , , ,R1-6,Z-64-94, ,R1-6*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71364, 
1408365,5.11528568,Z,96, ,07,SP,14, ,07,CP/GCP,Z-SP-14-07,4/2/2008,CP/GCP SP*,G-5124, ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71365, 
1408366,0.21069692,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71366, 
1408367,1.70962176,Z,38, ,81, , , , ,R-5,Z-38-81, ,R-5*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71367, 
1408368,6.95030103,Z,76, ,08, , , , ,C-1,Z-76-08,03-04-2009,C-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71341, 
1408369,0.50201949,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71342, 
1408370,14.29297973,Z,167, ,84, , , , ,R-2,Z-167-84, ,R-2*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71343, 
1408371,26.89155915,Z, , , , , , , ,R1-14, , ,R1-14, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71344, 
1408372,33.58156417,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71345, 
1408373,39.1135462,Z,87, ,00, , , , ,R1-18,Z-87-00,11-15-2000,R1-18 PCD*,G-0000, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71346, 
1408374,13.94188936,Z,82, ,88, , , , ,RE-35,Z-82-88, ,RE-35*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71347, 
1408375,0.5803795,Z,8, ,05, , , , ,C-3,Z-8-05,03-30-2005,C-3,G-4888, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71348, 
1408376,4.42722838,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71349, 
1408377,0.22082992,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71350, 
1408378,0.3118743,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71351, 
1408379,0.21236554,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71352, 
1408380,2.37939977,Z,141, ,30, , , , ,C-2,Z-141-01, ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71353, 
1408381,8.64823185,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71354, 
1408382,0.69772321,Z,72, ,99, , , , ,C-2,Z-72-99, ,C-2 HP, ,HP,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71355, 
1408383,23.38037556,Z,275,C,80, , , , ,R-3A,Z-275-80, ,R-3A PCD*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71356, 
1408384,24.47564892,Z,103, ,99, , , , ,R1-8,Z-103-99, ,R1-8 PRD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71298, 
1408385,0.23275999,Z,52, ,20, , , , ,WU,Z-52-20,3/03/2021,WU Code T3:2 MT*,G-6812, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71299,MT
1408386,4.53807736,Z,52, ,20, , , , ,WU,Z-52-20,3/03/2021,WU Code T5:6 MT*,G-6812, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71300,MT
1408387,10.09847828,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71301, 
1408388,1.12635162,Z,5, ,79, , , , ,PSC,Z-5-79, ,PSC*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71302, 
1408389,2.89764756,Z,289, ,84, , , , ,PCD,Z-289-84, ,PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71303, 
1408390,0.9430462,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71304, 
1408391,25.28816063,Z, , , , , , , ,R-4A, , ,R-4A, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71305, 
1408392,24.32327423,Z,87, ,00, , , , ,R1-10,Z-87-00,11-15-2000,R1-10 PCD,G-0000, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71306, 
1408393,7.10442336,Z,128, ,83, , , , ,R-3A,Z-128-83, ,R-3A*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71307, 
1408394,4.1172491,Z,83, ,01, , , , ,C-2,Z-83-01, ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71308, 
1408395,11.55006417,Z,162, ,88, , , , ,CP/GCP,Z-162-88, ,CP/GCP*, , ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71309, 
1408396,7.36005256,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71310, 
1408397,0.85874829,Z, , , , , , , ,R1-10, , ,R1-10 HP, ,HP,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71311, 
1408398,2.84358642,Z,323,A,83, , , , ,C-1,Z-323-83, ,C-1 H-R*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71312, 
1408399,22.66532249,Z,102, ,04, , , , ,C-2,Z-102-04,02-02-2005,C-2 PCD*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71313, 
1408400,0.52546398,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71314, 
1408401,0.22778504,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71316, 
1408402,7.9374609,Z,72, ,15, , , , ,C-2,Z-72-15, ,C-2*,G-6159, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71317, 
1408403,1.13939735,Z,36, ,93, , , , ,P-1,Z-36-93, ,P-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71318, 
1408404,3.16330059, ,452, ,13, , , , ,A-2,ANX 452,1/16/2013,A-2,G-5771, ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71319, 
1408405,0.99055751,Z,154, ,06, , , , ,S-1,Z-154-06,10/04/2006,S-1,G-4828, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71320, 
1408406,11.94542957, ,450, ,12, , , , ,A-1,ANX 450,12/19/2012,A-1,G-5763, ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71321, 
1408407,0.71101884,Z,33, ,21, , , , ,WU,Z-33-21,12/01/2021,WU Code T4:2 MT*,G-6921, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71322,MT
1408408,0.36016655,Z,153, ,02, , , , ,R-O,Z-153-02,04-02-2003,R-O HP, ,HP,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71323, 
1408409,0.95963794,Z, , , , , , , ,R-4, , ,C-2 HGT/WVR, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71324, 
1408410,948.77920781,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71325, 
1408411,5.17870904,Z,40, ,86,SP,5, ,86,C-2,Z-40-86, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71326, 
1408412,0.94032593,Z,64, ,19, , , , ,PUD,Z-64-19,3/03/2021,PUD*,G-6813, ,PUD,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71327, 
1408413,0.57901144,Z,54, ,20, , , , ,R-O,Z-54-20,3/03/2021,R-O HP,G-6814,HP,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71328, 
1408414,8.79646501,Z,59, ,20, , , , ,C-2,Z-59-20,3/03/2021,C-2*,G-6815, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71329, 
1408415,1.11382368, , , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71330, 
1408416,3.6604799,Z,5, ,20, , , , ,A-1,Z-5-20,3/03/2021,A-1*,G-6817, ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71331, 
1408417,1.29909957,Z,26, ,20, , , , ,DTC-WARE,Z-26-20,02-03-2021,DTC-Warehouse*,G-6806, ,Downtown Code,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71332, 
1408418,6.68268548,Z, , , , , , , ,PAD-13, , ,PAD-13, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71251, 
1408419,0.600162,Z, , , ,SP,7, ,72,C-2,Z-SP-7-72, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71253, 
1408420,5.81465326,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71254, 
1408421,2.01020843,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:54+00,71255, 
1408422,12.70348932,Z,275,A,80, , , , ,R-4,Z-275-80, ,R-4 PCD*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71256, 
1408423,150.46300064,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71257, 
1408424,1.80447902,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71258, 
1408425,0.41485623,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71259, 
1408426,42.06363645,Z,93, ,07, , , , ,S-1,Z-93-07,10-31-2007,S-1*, G-5014, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71260, 
1408427,2.66878464,Z, , , ,SP,21, ,67,R-5,Z-SP-21-67, ,R-5 HP SP*, ,HP,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71261, 
1408428,1.22918697,Z,47, ,15, , , , ,PUD,Z-47-15, ,PUD*, , ,PUD,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71262, 
1408429,0.38936704,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71263, 
1408430,2.71771164,Z,30, ,99, , , , ,C-2,Z-30-99, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71264, 
1408431,6.91037991,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71265, 
1408432,4.04147334,Z,246, ,85, , , , ,A-2, , ,A-2 M-R PKG/WVR, , ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71266, 
1408433,2.49091009, , , , , , , , ,C-3, , ,C-3*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71267, 
1408434,3.69897776,Z, , , ,SP,46, ,89,C-O,Z-SP-46-89, ,C-O SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71268, 
1408435,0.27035371,Z,21, ,11, , , , ,R-O,Z-21-11, ,R-O*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71269, 
1408436,0.48010428,Z, , , ,SP,6, ,00,R-3,Z-SP-6-00, ,R-3 SP*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,71270, 
1408437,3.31043731,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72249, 
1408438,162.32628325,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72250, 
1408439,4.37719214,Z,43, ,71, , , , ,C-2,Z-43-71, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72251, 
1408440,0.94249045,Z,177, ,05, , , , ,C-3,Z-177-05,07-05-2006,C-3*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72252, 
1408441,14.05343639,Z,289,F,84, , , , ,R1-10,Z-289-84, ,R1-10 PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72253, 
1408442,10.97429572,Z, , , ,SP,16, ,03,RE-43,Z-SP-16-03, ,RE-43 SP*, , ,SF Residential,2023/04/17 20:31:07+00,2024/10/02 17:26:04+00,72254, 
1408443,0.75745825,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72255, 
1408444,9.60279961,Z,85, ,98, , , , ,R1-6,Z-85-98, ,R1-6 PRD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72256, 
1408445,21.43813001,Z, , , , , , , ,R1-6, , ,R1-6 HP, ,HP,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72257, 
1408446,1.38353417,Z,75, ,82, , , , ,C-2,Z-75-82, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72258, 
1408447,8.14001143,Z,358, ,84, , , , ,R-3A,Z-358-84, ,R-3A*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72259, 
1408448,1.60381587,Z,247, ,84, , , , ,C-1,Z-247-84, 9/19/1984,C-1,G-2673, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72260, 
1408449,22.27694905, , , , , , , , ,C-2, , ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72262, 
1408450,23.30359901,Z,85, ,97, , , , ,R1-8,Z-85-97,02-18-1998,R1-8 PCD*,G-0000, ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72263, 
1408451,0.8033466,Z, , , ,SP,10, ,08,C-2,Z-SP-10-08, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72264, 
1408452,8.65393335,Z,61, ,87, , , , ,C-2,Z-61-87, ,C-2*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72265, 
1408453,5.13859216,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72266, 
1408454,0.45656937,Z,73, ,05, , , , ,C-1,Z-73-05,10-12-2005,C-1*,G-0000, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72267, 
1408455,28.53764199,Z,118, ,01, , , , ,R1-18,Z-118-01,01-30-2002,R1-18*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72268, 
1408456,3.73647861,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72270, 
1408457,56.06131569,Z,49, ,75,SP, , , ,RE-35,Z-49-75, ,RE-35 SP PCD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72271, 
1408458,11.70866376,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72272, 
1408459,0.08420181,Z,23, ,07, , , , ,C-1,Z-23-07,08-29-2007,C-1*,G-4957, ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72273, 
1408460,4.26082792,Z,124, ,99, , , , ,R-5,Z-124-99, ,R-5 SP*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72274, 
1408461,1.84804911,Z,2, ,16, , , , ,PUD,Z-2-16,7/1/2016,PUD*,G-6188, ,PUD,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72275, 
1408462,0.79027667,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72276, 
1408463,2.70255121,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72277, 
1408464,12.59981313,Z, , , ,SP,24, ,87,S-1,Z-SP-24-87, ,S-1 SP*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72149, 
1408465,2.87317892,Z,308, ,79, , , , ,C-O,Z-308-79, ,C-O*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72150, 
1408466,41.18734593,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72151, 
1408467,0.3829484,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72152, 
1408468,33.13302558,Z, , , , , , , ,S-1, , ,S-1, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72153, 
1408469,16.69236686,Z,36, ,08, , , , ,R-4A,Z-36-08, ,R-4A, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72154, 
1408470,25.46883169,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72155, 
1408471,7.69610945,Z,108, ,99, , , , ,R1-6,Z-108-99,09-22-1999,R1-6 PRD*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72156, 
1408472,1.57607293,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72157, 
1408473,6.64081035,Z, , , , , , , ,R-4A, , ,R-4A, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72159, 
1408474,19.97755463,Z,307, ,79, , , , ,R1-6,Z-307-79, ,R1-6*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72160, 
1408475,2.89418035,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72161, 
1408476,0.85958775,Z,66, ,96, , , , ,C-2,Z-66-96, ,C-2 PCD*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72162, 
1408477,29.18835013,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72163, 
1408478,7.54975354,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72164, 
1408479,8.48885476,Z,116,D,81, , , , ,IND.PK.,Z-116-D-81,10/11/2006,IND.PK. PCD*,G-4831, ,Industrial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72165, 
1408480,31.55299393,Z,64, ,99, , , , ,R-2,Z-64-99, ,R-2*, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72166, 
1408481,7.20153293,Z, , , , , , , ,RE-35, , ,RE-35, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72167, 
1408482,715.90232056,Z, , , , , , , ,RE-43, , ,RE-43, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72168, 
1408483,44.93932788,Z,179, ,99, , , , ,R1-8,Z-179-99, ,R1-8*, , ,SF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72169, 
1408484,5.23613347,Z,33, ,87, , , , ,C-1,Z-33-87, ,C-1*, , ,Commercial,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72170, 
1408485,3.84884932,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:07+00,2024/09/09 23:07:55+00,72171, 
