OBJECTID,ZONING,ZONE_ORD,PERIMETER,ACRES,ZONE_TYPE,DIS_NAME,ORD_NUMBER,OWNER
49654,CC-A-T,199-2024,722.757,0.678,CC-A-T,EVANSTON,0199-2024,CPE
49655,CC-A-T,199-2024,1924.5,1.913,CC-A-T,EVANSTON,0199-2024,CPE
49656,OL-T,199-2024,798.772,0.891,OL-T,ROSELAWN,0199-2024,CPE
49657,CC-M-T,199-2024,3853.051,8.081,CC-M-T,ROSELAWN,0199-2024,CPE
49658,CC-M-T,199-2024,5175.141,11.995,CC-M-T,EAST WALNUT HILLS,0199-2024,CPE
49659,RM-1.2-T,199-2024,8113.594,17.659,RM-1.2-T,OVER-THE-RHINE,0199-2024,CPE
49660,RM-1.2-T,199-2024,274.666,0.098,RM-1.2-T,OVER-THE-RHINE,0199-2024,CPE
49661,RM-1.2-T,199-2024,8113.594,17.659,RM-1.2-T,OVER-THE-RHINE,0199-2024,CPE
49662,RM-0.7-T,199-2024,1508.07,1.86,RM-0.7-T,MOUNT ADAMS,0199-2024,CPE
49663,RM-1.2-T,199-2024,19998.352,84.129,RM-1.2-T,EAST WALNUT HILLS,0199-2024,CPE
49664,RMX-T,199-2024,2915.541,6.509,RMX-T,EAST WALNUT HILLS,0199-2024,CPE
49665,RM-1.2-T,199-2024,23398.162,91.139,RM-1.2-T,EAST WALNUT HILLS,0199-2024,CPE
49666,RM-0.7-T,199-2024,4782.576,14.22,RM-0.7-T,LOWER PRICE HILL,0199-2024,CPE
49667,SF-2-T,199-2024,0,0,SF-2-T,CUF,0199-2024,CPE
49668,CN-P-T,199-2024,460.824,0.232,CN-P-T,CUF,0199-2024,CPE
49669,RM-0.7-T,199-2024,3824.161,17.428,RM-0.7-T,HEIGHTS,0199-2024,CPE
49670,RM-0.7-T,199-2024,2497.034,4.288,RM-0.7-T,HEIGHTS,0199-2024,CPE
49671,UM-T,199-2024,8818.971,31.535,UM-T,WEST END,0199-2024,CPE
49672,RM-0.7-T,199-2024,4779.31,12.672,RM-0.7-T,WESTEND,0199-2024,CPE
49673,RM-0.7-T,199-2024,2339.845,4.421,RM-0.7-T,WESTEND,0199-2024,CPE
49674,CC-P-T,199-2024,7549.537,34.063,CC-P-T,ROSELAWN,0199-2024,CPE
49675,SF-6-T,199-2024,45752.021,306.186,SF-6-T,WESTWOOD,0199-2024,CPE
49676,RMX-T,199-2024,11471.407,54.037,RMX-T,CORRYVILLE,0199-2024,CPE
49677,RMX-T,199-2024,9469.151,50.13,RMX-T,CORRYVILLE,0199-2024,CPE
49678,RMX-T,199-2024,1157.116,1.852,RMX-T,CORRYVILLE,0199-2024,CPE
49679,UM-T,199-2024,5440.014,13.081,UM-T,CAMP WASHINGTON,0199-2024,CPE
49680,MG-T,199-2024,156189.635,2422.285,MG-T,CAMP WASHINGTON,0199-2024,CPE
49681,CC-P-T,199-2024,298.414,0.096,CC-P-T,NORTHSIDE,0199-2024,CPE
49682,CC-P-T,199-2024,50.271,0.003,CC-P-T,NORTHSIDE,0199-2024,CPE
49683,T4N.SF-P,199-2024,1621.583,3.045,T4N.SF-P,COLLEGE HILL,0199-2024,CPE
49684,T5MS-P,199-2024,1607.234,1.896,T5MS-P,COLLEGE HILL,0199-2024,CPE
49685,SF-2-T,199-2024,612.671,0.516,SF-2-T,CUF,0199-2024,CPE
49686,CC-P-T,199-2024,2725.992,3.833,CC-P-T,OVER-THE-RHINE,0199-2024,CPE
49687,RM-1.2-T,199-2024,2711.835,6.255,RM-1.2-T,OVER-THE-RHINE,0199-2024,CPE
49688,RM-1.2-T,199-2024,3662.089,5.697,RM-1.2-T,OVER-THE-RHINE,0199-2024,CPE
49689,OG-T,199-2024,936.059,0.963,OG-T,WALNUT HILLS,0199-2024,CPE
49692,RM-2.0-T,199-2024,1189.332,1.714,RM-2.0-T,OAKLEY,0199-2024,CPE
49693,RM-0.7-T,199-2024,13754.699,62.768,RM-0.7-T,WEST END,0199-2024,CPE
49695,CC-M-T,199-2024,599.092,0.493,CC-M-T,LOWER PRICE HILL,0199-2024,CPE
49696,SF-4-T,199-2024,6741.199,42.999,SF-4-T,EVANSTON,0199-2024,CPE
49697,SF-2-T,199-2024,9665.952,22.715,SF-2-T,MOUNT AUBURN,0199-2024,CPE
49698,SF-2-T,199-2024,867.801,0.745,SF-2-T,MOUNT AUBURN,0199-2024,CPE
49699,MG-T,199-2024,62169.434,379.735,MG-T,OAKLEY,0199-2024,CPE
49700,CG-A-T,199-2024,1206.185,1.569,CG-A-T,OAKLEY,0199-2024,CPE
49701,RM-0.7-T,199-2024,974.942,1.298,RM-0.7-T,AVONDALE,0199-2024,CPE
49702,CC-A-T,199-2024,9714.166,37.962,CC-A-T,OVER-THE-RHINE,0199-2024,CPE
49703,CC-A-T,199-2024,5104.781,10.666,CC-A-T,OVER-THE-RHINE,0199-2024,CPE
49704,T4N.SF-P,199-2024,2087.497,2.802,T4N.SF-P,MADISONVILLE,0199-2024,CPE
49705,RM-0.7-T,199-2024,1324.253,1.871,RM-0.7-T,EVANSTON,0199-2024,CPE
49706,CN-P-T,199-2024,3062.191,4.238,CN-P-T,EVANSTON,0199-2024,CPE
49707,OG-T,199-2024,1714.35,3.258,OG-T,MOUNT AUBURN,0199-2024,CPE
49708,CG-A-T,199-2024,0,0,CG-A-T, ,0199-2024,CPE
49709,CG-A-T,199-2024,0,0,CG-A-T, ,0199-2024,CPE
49710,MG-T,199-2024,0,0, MG-T, ,0199-2024,CPE
49711,CC-P-T,199-2024,0,0,CC-P-T,South Fairmount,0199-2024,CPE
49712,CC-P-T,199-2024,0,0,CC-P-T,South Fairmount,0199-2024,CPE
49713,CC-P-T,199-2024,0,0,CC-P-T,South Fairmount,0199-2024,CPE
49714,CC-P-T,199-2024,0,0,CC-P-T,South Fairmount,0199-2024,CPE
49715,UM-T,199-2024,0,0,UM-T,South Fairmount,0199-2024,CPE
49716,CN-P-T,199-2024,0,0,CN-P-T,Northside,0199-2024,CPE
49717,SF-2-MH,199-2024,7216.147,35.256,SF-2-MH,EAST PRICE HILL,0199-2024,CPE
49718,SF-6-MH,199-2024,10033.531,62.457,SF-6-MH,KENNEDY HEIGHTS,0199-2024,CPE
49719,SF-20-MH,199-2024,11350.872,101.226,SF-20-MH,CARTHAGE,0199-2024,CPE
49720,SF-10-MH,199-2024,6955.324,25.763,SF-10-MH,WEST PRICE HILL,0199-2024,CPE
49721,RMX-MH,199-2024,3857.7,11.165,RMX-MH,HEIGHTS,0199-2024,CPE
49722,CC-A-MH,199-2024,2567.846,7.545,CC-A-MH,WEST END,0199-2024,CPE
49723,SF-4-MH,199-2024,2892.733,9.649,SF-4-MH,WEST PRICE HILL,0199-2024,CPE
49724,CN-P-MH,199-2024,2508.836,3.977,CN-P-MH,WALNUT HILLS,0199-2024,CPE
49725,RF-R-MH,199-2024,21953.709,152.484,RF-R-MH,EAST END,0199-2024,CPE
49726,CC-M-MH,199-2024,1238.273,2.071,CC-M-MH,EAST PRICE HILL,0199-2024,CPE
49731,OL-MH,199-2024,2544.454,7.833,OL-MH,EAST WALNUT HILLS,0199-2024,CPE
49732,SF-6-MH,199-2024,6136.992,21.517,SF-6-MH,WESTWOOD,0199-2024,CPE
49733,RMX-MH,199-2024,1488.951,2.335,RMX-MH,HYDE PARK,0199-2024,CPE
49734,CN-M-MH,199-2024,1098.079,1.549,CN-M-MH,KENNEDY HEIGHTS,0199-2024,CPE
49735,SF-4-MH,199-2024,15823.03,104.118,SF-4-MH,PLEASANT RIDGE,0199-2024,CPE
49736,RMX-MH,199-2024,6245.011,37.049,RMX-MH,EVANSTON,0199-2024,CPE
49737,CC-P-MH,199-2024,2949.105,5.34,CC-P-MH,PLEASANT RIDGE,0199-2024,CPE
49738,SF-6-MH,199-2024,24478.603,244.86,SF-6-MH,KENNEDY HEIGHTS,0199-2024,CPE
49739,CN-M-MH,199-2024,1332.532,2.296,CN-M-MH,EVANSTON,0199-2024,CPE
49740,CC-A-MH,199-2024,5391.623,22.875,CC-A-MH,WALNUT HILLS,0199-2024,CPE
49741,RF-C-MH,199-2024,6024.035,42.375,RF-C-MH,EAST END,0199-2024,CPE
49742,SF-6-MH,199-2024,1168.765,1.591,SF-6-MH,MADISONVILLE,0199-2024,CPE
49743,CC-A-MH,199-2024,2031.401,3.683,CC-A-MH,CAMP WASHINGTON,0199-2024,CPE
49746,SF-4-MH,199-2024,4698.323,9.987,SF-4-MH,OAKLEY,0199-2024,CPE
49751,SF-4-MH,199-2024,6750.41,21.309,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
49752,RF-C-MH,199-2024,28060.837,269.414,RF-C-MH,SAYLER PARK,0199-2024,CPE
49753,OL-MH,199-2024,1003.699,1.09,OL-MH,HYDE PARK,0199-2024,CPE
49754,SF-4-MH,199-2024,2465.278,6.826,SF-4-MH,COLUMBIA TUSCULUM,0199-2024,CPE
49757,CC-A-MH,199-2024,1301.807,1.544,CC-A-MH,EVANSTON,0199-2024,CPE
49758,CN-M-MH,199-2024,2081.153,3.244,CN-M-MH,WALNUT HILLS,0199-2024,CPE
49759,SF-10-MH,199-2024,9173.387,35.738,SF-10-MH,EVANSTON,0199-2024,CPE
49762,MG-MH,199-2024,11990.874,47.164,MG-MH,WALNUT HILLS,0199-2024,CPE
49763,SF-6-MH,199-2024,8061.855,48.351,SF-6-MH,PLEASANT RIDGE,0199-2024,CPE
49764,OL-MH,199-2024,1309.544,1.692,OL-MH,EAST WALNUT HILLS,0199-2024,CPE
49765,RF-M-MH,199-2024,18740.332,120.693,RF-M-MH,CAMP WASHINGTON,0199-2024,CPE
49766,SF-6-MH,199-2024,2740.355,6.356,SF-6-MH,HARTWELL,0199-2024,CPE
49769,SF-2-MH,199-2024,4876.443,13.626,SF-2-MH,SEDAMSVILLE,0199-2024,CPE
49774,CN-P-MH,199-2024,3097.479,6.389,CN-P-MH,MOUNT ADAMS,0199-2024,CPE
49775,SF-20-MH,199-2024,11050.842,89.798,SF-20-MH,PLEASANT RIDGE,0199-2024,CPE
49776,SF-4-MH,199-2024,23163.461,102.379,SF-4-MH,EVANSTON,0199-2024,CPE
49777,CC-M-MH,199-2024,2734.236,5.163,CC-M-MH,SAYLER PARK,0199-2024,CPE
