OBJECTID,ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,PUD_DOCUMENT,GLOBALID,HEIGHT_STORIES,ADU,Shape_Area,Shape_Length
16898,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,321,2016,, ,NA.pdf,3ae12f80-24f9-480c-af5d-6b6ad3344258,3,Yes,88772.01221,1204.546557
16899,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3af200e9-05fc-4ac2-929a-c0526474b4d2,5,Yes,29090.37695,678.8582875
16900,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-16,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3af51e85-83a3-4ddc-aeb1-8c8d237fc562,16,Yes,136189.7334,2606.761266
16901,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3b2e4788-42e3-4eea-9032-b5b4c5e933ae,3,Yes,9557.88623,528.4041854
16902,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,119,2014,,,NA.pdf,3b431973-cd93-45c6-8d8a-f20c6a9b582d,3,Yes,26309.9834,648.9473333
16903,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,,,,,,333,2010,,,NA.pdf,3ba55683-96b4-4d9e-9d06-dc597647554b,3,Yes,5715.350098,302.7969829
16904,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,3c006d09-3c73-4901-9dd4-8bb74bc8952d,2.5,Yes,60714.56592,1050.569969
16905,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,586,2015,,,NA.pdf,3c1fffc5-3ca3-4568-bd02-a8719ca9d5df,8,Yes,65795.45313,1101.416626
16906,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,3c5917ab-6719-491e-87d3-73b72bf5ec29,3,Yes,156582.9478,2073.725896
16907,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,3c68cace-6bd2-4bcf-a47d-d03c15512d84,3,Yes,256798.5601,2625.250721
16908,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3c6f9cc6-3aeb-4e11-bc57-7e73647136dc,3,Yes,225285.5679,2001.311996
16909,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3c8c3e3b-627c-4d47-a4e0-96e10ff0c4ad,2,Yes,9567.617676,457.9085164
16910,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,UO-1,,,,,1644,2025,,,NA.pdf,3cbea2da-e5f5-481e-a478-9f8a79634cbd,3,Yes,30610.33936,699.8041158
16911,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,3d0733e7-53c7-4719-bc2d-c2082732dee0,3,Yes,77655.6333,1302.292332
16912,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3d859dfe-fb3f-4c45-a2b9-bff56ef13024,5,Yes,177595.3979,1848.844429
16913,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3db3cce8-0d99-4f1c-89be-147f3bdcef62,5,Yes,16712.71436,630.765534
16914,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3dc7e59a-298f-4a2c-b0d2-568716d1d64c,3,Yes,25875.45996,643.5373039
16915,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3e396a81-bf13-4a0e-a166-5a6e2c0dee22,3,Yes,81251.49805,1250.596728
16916,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3e6e7162-999d-4a73-a831-d825f8592113,5,Yes,95578.95508,1360.804863
16917,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,DO-8,,,,,1567,2023,,,NA.pdf,3ec47df4-f4e6-4129-82c9-b983fa8a2704,5,Yes,295232.7222,2915.106997
16918,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3f253688-9b9c-4353-bf38-63b1ca0930c0,2,Yes,13340.91016,495.9960167
16919,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3f94d4b2-434e-4e30-85b9-9e89cf973f58,3,Yes,29613.896,831.7446075
16920,2010,"Multi Unit  (MU, RH, RO)",URBAN EDGE,E-MU,MU,E-MU-2.5,Residential,,,,,,333,2010,, ,NA.pdf,3f960ecb-9a47-48f9-8f6d-38e9ffa574ae,2,Yes,88467.22803,1197.125831
16921,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,UO-2,,,,,333,2010,, ,NA.pdf,3fbda62a-1ed2-43b8-a06f-c900a4b882c6,8,Yes,129856.7437,1661.01265
16922,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,3fc2b93c-7383-43ee-b28a-2c722971e3c3,3,Yes,96501.97852,1445.594961
16923,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,402e08fe-5700-4e19-970e-4cc5c9ce9f78,5,Yes,121674.1587,1689.41187
16924,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,4077ae20-0ff1-4d4e-b284-79f2ab00cfe9,3,Yes,558051.1284,5017.996472
16925,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,40d8f5dd-bcc1-4a45-8ea7-f721bbcb0e4b,3,Yes,34774.90674,750.1306949
16926,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4100b2da-f070-42e2-ad09-810c21dcfad2,3,Yes,219538.4326,2023.755192
16927,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,414e133f-c1e0-4e6a-a627-cfe259c4a304,5,Yes,1361582.127,10327.49723
16928,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1435,2020,,,NA.pdf,41bf2184-13dc-4d44-9770-e430caff8285,3,Yes,84798.12305,1302.124851
16929,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,UO-1,,,,,1644,2025,,,NA.pdf,41d7006e-f3e2-413e-8e3e-0fe335693aac,3,Yes,327245.7969,2382.020292
16930,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,41eda4e0-a9b0-4413-8455-208fcd6582eb,2,Yes,32494.77344,1148.725955
16931,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,425038ab-35a1-4b3e-8498-12ad86858b32,3,Yes,76452.22168,1773.77837
16932,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,425c2ad5-7058-4c7b-b552-9bcb260de86b,3,Yes,519161.3232,5319.159316
16933,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,1309,2016,,,NA.pdf,4280d659-0ac9-4fbc-b53d-6d955f419f73,3,Yes,61824.34521,1077.299853
16934,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,42a2a76f-49f4-4ae7-affa-73b51633a703,8,Yes,398367.1309,3441.725892
16936,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,430584f5-793b-49fa-8f06-4004ee1c08fb,3,Yes,20982.52344,583.4870448
16937,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,432c8e82-68ee-446a-9e7e-be7aecfd6fcb,3,Yes,304635.8062,3829.463806
16938,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2, DO-2",,,,,333,2010,,Design Review District,NA.pdf,44445aaf-d19b-4ba9-8d53-a223a5754341,5,Yes,74616.7749,1236.56904
16939,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-12,Residential,UO-3,,,,,333,2010,,,NA.pdf,45077b78-0bfe-42e8-9a34-9687b8c43e54,12,Yes,77497.6416,1299.61538
16940,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,*,,,562,2012,,,NA.pdf,45affa89-ae9a-420c-97e9-8ea034a5ddf4,8,Yes,66128.47217,1119.238462
16941,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,45c02567-09f3-4200-9261-f4085db76619,3,Yes,15102.80176,718.6693218
16942,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,,*,,,135,2005,,,NA.pdf,45ca795e-7024-463c-a642-0e95932cac79,,No,189519.4287,1741.749577
16943,2010,Commercial Corridor  (CC),URBAN EDGE,E-CC,CC,E-CC-3,Commercial Mixed Use,UO-2,,,,,333,2010,, ,NA.pdf,45cdf27e-06dd-446b-ab9b-069fb5f5b4ea,3,Yes,32244.82373,1372.342907
16944,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,45e3c2c0-ef75-408e-80c9-ece5c933c230,3,Yes,105716.8735,1641.685302
16945,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,283,2011,,,NA.pdf,45f2578c-a6fc-4a11-8689-e139c519a3d9,8,Yes,19988.0835,576.8401669
16946,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,46811a42-ced7-40dd-b735-9d9cd62658a5,2.5,Yes,65555.40625,1105.614782
16947,2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,46a98146-19de-4138-9d6b-cb4992304f28,2,Yes,179667.6636,3042.159265
16948,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,4708a4f6-f90c-4cca-921d-64a0932579e3,8,Yes,36596.48438,789.6634898
16949,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",MASTER PLAN,M-IMX,IMX,M-IMX-12,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,475fb126-fcad-4116-b5f3-a78538d237a5,12,Yes,3355986.031,9292.303003
16950,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-5,Residential,,,,,,810,2021,,,NA.pdf,47e5a25e-7c1f-41bb-a526-b44af580c431,5,Yes,145679.6582,1538.665871
16951,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,47fb77de-c090-45b1-aeb1-9abada186661,2,Yes,156702.2354,1590.103266
16952,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,481032f7-a3d6-4bcc-9701-ead50e217865,2,Yes,47502.03418,897.938877
16953,2010,"Mixed Use  (MX, M-GMX)",MASTER PLAN,M-MX,MX,M-MX-5,Commercial Mixed Use,,,,,,1,2014,,,NA.pdf,481bf536-b687-4bd8-9102-ff91d359f103,5,Yes,1111820.678,6835.04678
16954,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4854c7dd-26cb-4863-8489-d58e76204a3e,3,Yes,3652.876465,400.0144625
16955,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4855737b-4866-441e-8999-d743c9b389cc,2,Yes,8239.003418,376.5325848
16956,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,48bdbb7e-235d-42ee-bb8b-f47162e1f964,3,Yes,150137.0791,1853.672893
16957,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,48c563cd-0caf-469a-9db2-1905a6c58215,2,Yes,69397.59521,1334.555147
16958,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,48d2e62f-06af-4ffd-8b0d-cdf571668606,12,Yes,8538.58252,441.6419303
16959,2010,Commercial Corridor  (CC),URBAN EDGE,E-CC,CC,E-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,48dc4f74-a13d-439a-af6b-4f57ee7bf0c9,3,Yes,200639.6841,2749.364907
16961,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-8,Commercial Mixed Use,"UO-2, DO-7",,,,,17,2018,,Commercial MU per definitions in code,NA.pdf,48f90fe5-f808-4aac-bb82-e4f02097cf67,8,Yes,325984.7467,2841.518728
16962,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,491bd3f9-ab96-4d88-bf97-47486be4332d,8,Yes,478057.3242,3465.003812
16963,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,492ffcb2-58bc-4c5d-871e-798165255ff1,8,Yes,700461.5547,4163.062981
16964,2010,"Multi Unit  (MU, RH, RO)",URBAN EDGE,E-RH,RH,E-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord. 306-2018,NA.pdf,49afbb0c-ce1f-4e5e-a907-43eea9447f95,2.5,Yes,70777.00879,1160.952443
16965,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,DO-8,,,,,157,2021,,,NA.pdf,49b36905-6a2f-4b55-8577-519c8983646d,3,Yes,270272.9478,2456.244759
16966,2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,49b52683-e954-457a-8498-3354f0088dac,3,Yes,146926.9214,1673.457908
16967,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,49b6ff56-ec97-47c8-8586-8476969651fb,3,Yes,63067.7334,1261.560009
16968,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,49df493a-b503-4a45-8888-206bea7d4da3,3,Yes,31183.58203,742.514909
16969,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,UO-3,,,,,333,2010,,,NA.pdf,49ebbda2-2d6e-45b7-8006-ef5891ccb4f1,5,Yes,487614.4292,3760.316333
16970,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4adcea46-f0c0-4017-843c-d18cc058a502,3,Yes,30542.32764,708.0972118
16971,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4afbcc94-af4b-430f-8837-9a181598e999,5,Yes,1000965.36,4991.619685
16972,2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,4b3f777d-c366-40b2-a106-0fea1445c0a7,3,Yes,147094.9712,1989.459242
16973,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,118,2014,,,NA.pdf,4b56a98a-b97e-48dd-9fe5-fecdb9620d75,8,Yes,15790.70264,531.168225
16974,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,333,2010,,,NA.pdf,4b927061-b04f-46b7-a129-af52c7f83080,3,Yes,27592.08057,666.5409213
16975,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4c704fec-0ac7-44d5-b70a-7d39cb728414,3,Yes,3620.021484,269.8345802
16976,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,4c70c3b0-a1c6-44a6-9dd6-d55fbc86949e,3,Yes,15561.29736,515.9084927
16977,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4d124864-997f-487a-8955-b4a271dd9866,3,Yes,137818.624,1591.293775
16978,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,4dc6fc1c-e1b9-4b5c-b663-42e4d5b9bdd1,3,Yes,35032.65869,759.0135495
16979,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2,Commercial Mixed Use,,,,,,208,2013,,,NA.pdf,4dc74181-93ec-4f3d-80fe-fd36618dcd97,2,Yes,46232.24512,846.3671348
16980,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4e307b69-0c2b-4a53-a15b-b9e43f40dee8,3,Yes,24670.41113,629.7342011
16981,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-8,Residential,,,,,,1644,2025,,,NA.pdf,4e5e291b-c258-4861-87b4-d10d0d254323,8,Yes,98024.66357,1254.78862
16982,2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4e8251c4-f02b-4e1a-8ea4-25fa9d1cdc3d,3,Yes,118481.9585,1789.967985
16983,2010,Main Street  (MS),GENERAL URBAN,G-MS,MS,G-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,4ed037c4-fa48-4c1a-8fd5-9b596936a86c,3,Yes,23031.86816,634.6726238
16984,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-5,Residential,,,,,,333,2010,,,NA.pdf,4f4f9a91-d31e-41dd-9b74-b2975f0c8e2f,5,Yes,22868.96631,607.6586151
16985,2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,"UO-1, UO-2, DO-8",,,,,1567,2023,,,NA.pdf,4faebc82-711e-4276-a798-0450891f6c3e,8,Yes,15883.54102,540.5019236
16986,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,UO-3,,,,,333,2010,,,NA.pdf,4fe62965-ba30-479a-9c0d-cfef2ce9760c,3,Yes,434377.9517,2639.592132
16987,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,316,2014,,,NA.pdf,50369e3c-e5a8-4d9c-a238-70f92679a048,5,Yes,529893.0396,4086.022636
16988,2010,Commercial Corridor  (CC),URBAN EDGE,E-CC,CC,E-CC-3,Commercial Mixed Use,,,,,,333,2010,, ,NA.pdf,5053b42d-641d-4300-b820-61f0fc2221b4,3,Yes,13195.63672,497.8217381
16989,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-12,Residential,,,,,,333,2010,,,NA.pdf,5082ca2d-5ac5-4a48-ab28-c67dbdd95431,12,Yes,5554.83252,342.8552578
16990,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,50910c6e-a734-44da-aa63-f17fffc9b8da,3,Yes,356164.168,2663.720134
16991,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,498,2015,,Before 498-15 was Sub Area 4 (orig ord 655-1981),NA.pdf,50f395fc-ae7e-4da9-abf4-66454b947c5c,12,Yes,269229.2246,2304.863914
16992,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,5174690d-8bfa-4b46-bf87-8c8c221e3487,3,Yes,68052.99414,1229.894808
16993,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,518ab9d1-c0f3-4c65-b653-158a9d2174c7,2,Yes,33218.2373,730.5938776
16994,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,5193526e-37d0-4b0d-8653-a3bdb2e4cd8f,3,Yes,76715.40039,1319.164444
16995,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-12,Commercial Mixed Use,"UO-2, DO-7",,,,,425,2022,,Commercial MU per definitions in code,NA.pdf,51e10e3e-b7ec-4684-a41d-dfcf3a0a31d7,12,Yes,573593.0762,3468.381646
16996,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-20,Residential,UO-3,,,,,333,2010,,,NA.pdf,52101402-5da5-41da-95cc-238ef96814bf,20,Yes,112129.5337,1576.068281
16997,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,52574ec1-c3a9-4800-822f-12e036133d79,3,Yes,735574.396,3633.193158
16998,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,UO-2,,,,,333,2010,,,NA.pdf,526d0704-4521-4f4b-a89b-3c6445bc0320,8,Yes,4153.168457,387.2960674
16999,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,52b145c7-ec00-4d10-ac7b-4873df8347f0,5,Yes,156793.6123,2095.422868
17000,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-RH,RH,S-RH-2.5,Residential,,,,,,306,2018,,Changed from -TH- Ord 306-2018,NA.pdf,52c3aaa2-e9f2-4acf-8aaa-7ceb661211a2,2.5,Yes,11964.92432,469.4079968
17001,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,52e45b3f-b8bb-4027-a46b-e9e2a6b32882,12,Yes,196874.4775,1923.015234
17002,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-2, DO-7",,,,,17,2018,,,NA.pdf,5348e437-48d6-4c24-a190-269e7e96e41c,8,Yes,164853.1113,1847.272832
17003,2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,536043fa-1e23-4c74-b652-d93c0def259d,5,Yes,535077.2417,3531.565927
17004,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,DO-8,,,,,1567,2023,,,NA.pdf,5381a220-5366-4af6-a4de-47be89d13a5d,5,Yes,104804.3291,1343.982575
17005,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2X,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,53ceabad-ddc8-473f-be7d-50a89aafee92,2,Yes,17224.52002,540.597225
17006,2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I-MX,MX,I-MX-3,Commercial Mixed Use,UO-1,,,,,333,2010,,Commercial MU per definitions in code,NA.pdf,5400c552-c130-4370-964e-da9f73199c21,3,Yes,37432.68213,858.1556698
17007,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-MU,MU,G-MU-20,Residential,UO-3,,,,,333,2010,,,NA.pdf,54523a2c-9afc-4d40-a8dd-079c42754f9a,20,Yes,208387.6016,1932.695122
17008,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,54977442-d435-4186-8cf9-5b4b629e2866,2,Yes,81095.35303,1171.634058
17009,2010,"Mixed Use  (MX, M-GMX)",MASTER PLAN,M-MX,MX,M-MX-5,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,549ceb35-ae83-43cb-98a4-1746ca2920d0,5,Yes,1364914.346,5204.877513
17010,2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,54d5db6d-fe34-423f-ba86-b0492d5c2c3b,3,Yes,218012.1079,2293.710375
