OBJECTID,ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,PUD_DOCUMENT,GLOBALID,HEIGHT_STORIES,ADU,Shape_Area,Shape_Length
15534,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,628,1985,,,NA.pdf,debbd43d-045f-4572-aacc-9eed2267287e,,No,126040.9204,1461.454256
15535,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,214,,840,1986,,,PUD 214.pdf,df6996dd-59e2-42c4-8847-899cbc777133,,No,13343.81934,493.9015696
15537,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-I,Residential,,,,,,333,2010,,,NA.pdf,dfba5fb3-66ad-4918-8f47-90e31690640a,,No,4106335.245,8233.261018
15538,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,e16f4f2d-80ad-4176-9927-23b3626d1f12,,No,454570.3521,2971.622643
15539,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,e26ac5a5-a3bc-44e3-957d-1e76754b6d9d,,No,5740.046875,441.1105535
15540,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,688,2006,,,NA.pdf,e2736d4c-9dbf-4aea-a24e-46e415b2ca73,,Yes,33496.19873,905.6800325
15541,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,e28e187f-ebff-425b-9594-aba01a9373a0,,No,186043.0273,1743.546239
15542,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,e3320c07-374c-45d9-8905-2ce5b3e1d9ea,,No,610913.4731,4119.433271
15543,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,*,,,547,1990,,,NA.pdf,e339a3d1-34a4-4641-a3d0-3294fe4fd657,,No,280549.0718,2234.103344
15544,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,451,,264,1998,,,PUD 451.pdf,e36ff549-a2a3-40bd-93f8-00003e54a533,,No,51780.47314,957.7850252
15545,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,333,2010,,,NA.pdf,e38c0037-2362-48c5-a983-1429b356aad4,,No,1544579.014,5319.775913
15546,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,e3dd8d63-0217-4908-9a74-510319b768dc,,No,216241.0444,1961.415259
15547,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-F,Residential,,,,,,333,2010,,,NA.pdf,e3f8b174-a495-4c5e-b2ad-b532a9cd7a67,,No,1478151.083,5112.060273
15549,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,129,,254,1984,,,PUD 129.pdf,e4190514-b6b4-45a1-8ca7-c912b81cb4d2,,No,30787.13281,699.7954986
15550,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,e45b4f5f-4082-4e5b-a7c3-6f906ed70e58,,No,168697.1006,1683.04004
15551,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,1304,2024,,,NA.pdf,e4b12782-978c-4e78-9a9f-a39f2dd0aed1,,Yes,171810.5415,1701.425799
15552,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,e57b1849-337c-4601-b270-1c2266cec003,,Yes,149755.3804,2008.211479
15553,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,180,1965,PBG,,NA.pdf,e5ae1566-2fda-41b6-aa17-f9ea8216b4a3,,No,2806.604492,320.542937
15556,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,572,1973,PBG,,NA.pdf,e623b532-ac7e-41d2-8ebf-16f2734848f7,,No,50500.66846,929.5434794
15557,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,,,,,,333,2010,,,NA.pdf,e654b1b9-e6db-43a0-9270-39ba4bfb3f39,,No,104488.5737,1997.939475
15558,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,WVRS,*,,,94,1986,,,NA.pdf,e66765da-1b6f-4de9-b663-a538f8b3ac96,,No,326631.8779,2645.627107
15559,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,569,2003,,,NA.pdf,e684679b-3f59-426d-b54e-77a1bba20683,,Yes,790019.3618,7163.072908
15560,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,e6af9e98-4864-4873-a6c8-a09068a75879,,No,20877.25781,698.6075197
15561,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,327,,835,1992,,,PUD 327.pdf,e6bccd4c-d1d5-428f-bd7d-90051c04fd9a,,No,20594.43896,664.8017185
15562,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-FX,Residential,,,,,,333,2010,,,NA.pdf,e6ce33d3-505b-4461-b72f-6509fee571dd,,No,2178192.214,6266.362154
15563,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,e6e8f8d3-05a0-445e-a660-4a11cdd5ebbf,,No,851368.208,3869.00693
15564,1956,Former Chapter 59 Zone,,,999,B-1,Commercial Mixed Use,,WVRS,*,,,693,2001,,,NA.pdf,e7299a33-b5b9-4b42-b206-4ccefa24e56b,,No,43143.79053,847.6380202
15565,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,e7568991-bdf7-4b9c-a6a3-4d40782b4eb3,,No,157418.4507,1602.045299
15566,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,e76dd1b3-e22f-4174-b7e1-738bc992a5cf,,No,111000.624,1672.08018
15567,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,172,,447,1985,,,PUD 172.pdf,e772d5ab-738a-4311-9147-ec13876d6bca,,No,11123.0918,521.5297596
15568,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,e7965413-cc68-4d4a-92c2-bf2c9d2f5635,3,Yes,15453.75391,514.8017697
15569,1956,Former Chapter 59 Zone,,,999,H-1-A,Commercial Mixed Use,,WVRS,,,,611,1992,,,NA.pdf,e79f1c16-a631-40c3-bc40-75e4ff36721b,,No,71854.875,1171.549943
15570,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,,,,,392,1956,PBG,,NA.pdf,e8810cb3-a518-4a9b-ac93-150f02fd41fb,,No,45601.80566,880.8558014
15571,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,e89a3d36-8fe1-418a-bfbe-8dd3ee4e49b0,,No,8877922.371,21136.98287
15572,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,471,1978,PBG,,NA.pdf,e8a1f7b1-49c1-4ed0-8153-2a6eb00c3848,,No,165105.5352,2243.617927
15573,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2X,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,e8a93f96-5e54-4694-8e68-eb94833729c3,2,Yes,36870.35254,777.5795919
15574,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,e8d7a5a0-7f61-4ac6-8799-58b2fc349aaf,3,Yes,73506.01367,1591.143209
15575,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-G,Residential,,,,,,333,2010,,,NA.pdf,e8fe51c4-0ea4-4e08-b6c7-6f18eeacb82a,,No,1731910.623,5424.607939
15576,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,362,,835,1994,,,PUD 362.pdf,e912fd51-085a-4ae1-b8ac-bdae0b10f8cb,,No,631859.1475,3863.503204
15578,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,UO-3,,,,,1304,2024,,,NA.pdf,e98a5f6e-de17-4bd5-8c46-c570054907ba,,Yes,24447.58984,629.8506081
15579,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,e9aa4868-d5fd-40e2-89c4-3f0c77abdc05,,No,95297.43262,1845.482708
15580,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,469,1976,PBG,,NA.pdf,ea0895fd-687a-4276-94fe-a53648db6667,,No,113978.3481,1445.029226
15581,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,,,,,500,1972,PBG,,NA.pdf,ea0aba28-22ea-46be-a9ac-3173e7bd5fec,,No,573318.0229,5773.105454
15582,1956,Former Chapter 59 Zone,,,999,B-A-3,Commercial Mixed Use,,,,,,389,1966,PBG,,NA.pdf,ea17e733-69f7-45cd-b3a1-76493a711dc2,,No,20567.0791,579.2622281
15583,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,279,,203,1990,,,PUD 279.pdf,ea825e11-c9d1-427c-95a1-04a5c42fa085,,No,86148.37744,1215.016642
15584,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,589,,394,2006,,,PUD 589.pdf,ea9613ca-1414-4314-a565-1690df70ebc0,,No,56348.49316,1362.102295
15585,1956,Former Chapter 59 Zone,,O,999,O-1,O-1,,,,,,378,1963,PBG,,NA.pdf,eaa23c40-760f-46bc-b361-ce48b1455dc7,,No,160810.8857,3108.500402
15586,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,414,,578,1996,,,PUD 414.pdf,eabb1536-a3f6-4807-b5cc-c00ceee33a13,,No,114563.332,1459.907494
15587,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-12,Residential,UO-3,,,,,1644,2025,,,NA.pdf,eacd7a6f-e4fb-4a03-b46e-d1628800a11e,12,Yes,253853.9766,2185.11904
15588,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,,,,,82,1973,PBG,,NA.pdf,ead01911-2fa1-4a16-91f1-e0a26aa2879c,,No,1912061.041,8529.927599
15589,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,448,,114,1998,,,PUD 448.pdf,eae30f30-12b6-43b8-bd0d-c82f0b2abeab,,No,166076.1841,1649.077255
15590,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,eaed70b2-ce90-48af-9c29-d2748e32635a,,No,31420.30518,825.70577
15591,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,eafca33a-8b97-4586-b310-6b3b0cd51ae1,,No,156247.0405,1604.949135
15592,1956,Former Chapter 59 Zone,,,999,R-3,Residential,UO-3,,,,,572,2008,PBG,,NA.pdf,eb81138a-7160-4aba-91a5-8b49a1e4acd7,,No,151466.4648,1806.732013
15593,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,2025,,,NA.pdf,eb945a09-e78a-4e27-a787-31d2cd119173,3,Yes,91709.10205,1316.616985
15594,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,,,,238,1972,,,NA.pdf,ec2adcff-995d-4400-b370-b49d902ba5bb,,No,185664.6108,3001.563698
15595,1956,Former Chapter 59 Zone,,,999,B-8,Commercial Mixed Use,"UO-1, UO-2",WVRS,,,,295,1969,,,NA.pdf,ec47c2ff-616a-4089-bb3a-0d12f6808f3c,,No,2037887.296,5806.64573
15596,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,ed241969-c3d5-4ab2-882a-707030c0002d,,No,150613.9072,1562.020273
15598,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,,,,225,1989,,,NA.pdf,ed9e67f6-0c3d-4b9d-9ed9-fd2e8446d2c7,,No,286371.9854,2288.973819
15599,1956,Former Chapter 59 Zone,,,999,H-1-A,Commercial Mixed Use,,,,,,151,1992,PBG,,NA.pdf,edc6877b-5d33-4d6d-8819-d5020604e96b,,No,298525.7256,2298.852553
15600,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,204,,507,1986,,,PUD 204.pdf,edc7e362-2e13-4f60-b280-d3ecb6acd35c,,No,49719.09521,1110.478827
15601,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,*,,,489,2001,,,NA.pdf,ee0f6e7b-8031-4214-a0d8-388bd8f11e8e,,Yes,43003.37354,991.7781532
15602,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,389,,906,1995,,,PUD 389.pdf,ee3203e7-2d55-4059-acab-4b4c4625a9fd,,No,26478.87744,652.53969
15603,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,ee6534b1-e31b-4805-ada6-ba6f49d8b086,,No,3211436.406,10654.92492
15604,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,,,,,190,1962,PBG,,NA.pdf,ee75109e-a637-41c8-8770-9cbed0665251,,No,16222.4541,523.4285338
15605,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,477,,231,1999,,,PUD 477.pdf,ee7cbdfd-deee-47db-977e-6ae893a3fece,,No,8428.812988,440.0815306
15606,2010,Open Space - Conservation  (OS-C),SPECIAL OPEN SPACE,OS,999,OS-C,Open Space,,,,,,333,2010,,,NA.pdf,ef5a62bf-e5b0-4122-bd56-d1d89ef15890,,No,173744.3081,3822.960894
15607,1956,Former Chapter 59 Zone,,,999,B-A-1,Commercial Mixed Use,,WVRS,,,,576,1972,,,NA.pdf,ef71583c-87a5-4fb6-a5f8-3155e311485c,,No,43617.22363,843.9928869
15608,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,333,2010,, ,NA.pdf,efda533e-8cf5-4c3c-9744-287085650a78,,No,261841.3486,2454.947113
15609,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,333,2010,,,NA.pdf,f009a1f0-aed8-43dd-8d77-c75b783db7a6,,Yes,968455.6821,5439.051168
15610,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,635,,521,2013,,Amended PUD #602 Ord 255-07,PUD 635.pdf,f07b4392-8559-4a89-ad2c-41864e99b08a,,No,14251.6626,502.535395
15611,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,WVRS,*,,,915,1996,,,NA.pdf,f09822a2-b1a6-4597-b7a8-b1d8ceb4187a,,No,9376.558105,842.0971118
15612,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,f10330fc-7adc-4479-8d7f-58c09fa49a32,,Yes,187230.1245,2166.788018
15613,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,547,,134,2003,,,PUD 547.pdf,f110527a-03a0-4ab5-9f2c-25e0c17e33af,,No,21031.7041,584.1605695
15614,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,*,,,485,2002,,,NA.pdf,f117abfd-cb68-40bf-992e-d1b2095b7bf9,,Yes,33047.00342,914.262289
15616,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,f21a62ec-b483-4874-9b38-91a6fcb13f1a,,No,165236.691,1780.426156
15617,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,333,2010,,,NA.pdf,f249da2b-fbee-4af7-9586-26b618a05397,,No,438047.4243,2648.032849
15619,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,161,,265,1985,,,PUD 161.pdf,f269f551-34d6-4efe-9814-bcab3b3429c4,,No,17092.37598,544.3259949
15620,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,*,,,859,2001,,,NA.pdf,f2bd000c-35fa-4013-a070-22cfef549fe0,,No,430116.6074,2949.649407
15621,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,424,,80,1997,,,PUD 424.pdf,f2ccd1c6-8d5a-487e-9448-bb3df1f9bfd1,,No,193290.8965,2042.455556
15622,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,*,,,168,2001,,,NA.pdf,f2ce9905-7dfe-44e9-8602-c4259a875f72,,Yes,41914.2417,831.2063964
15623,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,266,1965,PBG,,NA.pdf,f32bfac2-4fdd-4284-9e23-a9f68be761df,,No,84812.0625,1261.872742
15624,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,276,,38,1990,,,PUD 276.pdf,f36cb14d-1662-4497-8541-44ce031f0c4b,,No,21524.61621,589.6992393
15625,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,f36cf3b1-2a55-4e8b-9f4e-9751327687d5,,No,2005019.692,6998.6178
15626,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,f37c5feb-63ce-44f8-a311-630cb37ff3b4,,Yes,47225.24268,908.3681105
15627,1956,Former Chapter 59 Zone,,,999,I-0,Industrial,,WVRS,*,,,548,1990,,,NA.pdf,f4336d2c-7aab-4dcf-bbae-d433b5e8f977,,No,4991128.355,14432.57344
15628,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,f441805d-182b-4d05-b390-6a516e5dc56a,,No,1686607.675,18882.50846
15630,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-H2,Commercial Mixed Use,,,,,,292,2020,,,NA.pdf,f4b3283c-1d91-446e-a079-3351e589af1c,,No,242107.2173,2076.933607
15631,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,f4fad88a-a815-4106-8f4a-f8e06364d17f,,No,134137.2891,2039.339676
15632,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,2025,,,NA.pdf,f529fec1-c415-44f4-8d99-a9c59c43ac15,3,Yes,1188521.969,5510.131429
15633,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,295,2016,, ,NA.pdf,f543fb58-a5e2-48a9-95da-7264c074606b,,Yes,4061759.194,11785.11175
15635,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,,,,,454,1978,PBG,,NA.pdf,f5d282b0-8e4a-40ac-b217-df38e99ef1c2,,No,554509.2759,3024.330138
15636,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,470,1959,PBG,,NA.pdf,f5f39a41-d15d-4fb0-89a7-d4422036c3f9,,No,44187.45166,859.3921102
15637,1956,Former Chapter 59 Zone,,,999,R-3,Residential,UO-3,,,,,403,1965,PBG,,NA.pdf,f5fe6c4b-030a-40fa-8120-22250420333f,,No,1242876.377,5244.750997
15638,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,f62002a4-e36f-4d85-9b10-73c1a2df7737,,No,317839.1479,3178.265524
15639,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-F1,Residential,,,,,,1304,2024,,Rezoned to S-SU-FA 12/16/2024. Data will update in Q1 2025.,NA.pdf,f641faca-b4df-47e6-94a0-d3ccb2a750d8,,Yes,3666464.961,13293.12838
15640,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,514,,431,2001,,,PUD 514.pdf,f6500f8a-ea4a-422a-a327-c0fa04d67d36,,No,40170.04736,812.4446768
15641,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,689,2008,PBG,,NA.pdf,f6a6426e-ba5d-4c8a-820d-938e2f0bea88,,No,280204.1963,2183.207447
15642,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,f6c4f9dc-b89f-459d-b98d-58464ffeb976,,No,6381581.048,12253.36108
15643,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,193,,92,1986,,,PUD 193.pdf,f7aa2e78-2ac9-4fc8-81bc-6e81ee7c4e3b,,No,48147.7666,914.1180073
15644,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,f7ad3598-3ada-4f2d-a35e-c2a8703367ba,,No,69839.98242,1137.975999
15645,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,462,2002,,,NA.pdf,f7c10611-2a68-470b-aac5-c80be484c96f,,No,55324.21094,1136.853283
15646,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,364,,65,1995,,,PUD 364.pdf,f83baa0c-6608-4fd9-bf90-ea108f47260a,,No,66484.58887,1124.061913
15647,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,392,1956,PBG,,NA.pdf,f8562eaa-5de0-48aa-aef3-046d6bfa5fa0,,No,52034.4458,941.6828793
15648,1956,Former Chapter 59 Zone,,,999,R-4,Residential,,,,,,195,1968,PBG,,NA.pdf,f893cdd2-e039-47db-b85b-6f23b6aa53a9,,No,51367.79492,979.7668425
15649,1956,Former Chapter 59 Zone,,,999,B-8,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,472,2004,,,NA.pdf,f8ae1572-d317-463e-b9f5-6575689121ac,,No,576760.1426,4321.645056
15650,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,f8b95f6b-4bee-466e-8b27-72225505922b,3,Yes,268056.2632,2057.697665
15651,2010,Industrial - General  (I-B),SPECIAL INDUSTRIAL,I,999,I-B,Industrial,UO-2,,,,,333,2010,,,NA.pdf,f8c6d145-85cd-4f52-8acf-0fa24b21d15f,,No,42041.79004,839.6944165
15652,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,f959d44b-64be-466a-b149-d9f1acecc3f6,,No,556695.6772,3447.561816
15653,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,461,2011,,Amends Ord 433 of 2008,NA.pdf,f97b1709-189e-4c70-95b6-a14b8db5d244,,Yes,1261061.254,5233.832667
15654,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,f98b6c91-22ee-4ad9-9105-9f0d7dbe8806,,No,1575219.884,5531.35608
15655,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-IX,Residential,,,,,,333,2010,,,NA.pdf,f9b9225a-c42d-4fda-a39b-366b19157ef8,,No,965175.7104,5171.051418
15656,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,126,,198,1984,,,PUD 126.pdf,f9c60f9e-9b2a-4e70-bdc7-cbe209138bf0,,No,22627.09277,603.9423795
15657,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,822,1973,PBG,,NA.pdf,f9cb74d6-cb51-46f3-9ebc-bc57eae96024,,No,145393.8926,1541.696476
15658,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,*,,,674,2004,,,NA.pdf,f9e1d74e-bce5-4a7b-8558-d50d726caad0,,Yes,31509.04053,721.6433111
15660,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,WVRS,*,,,593,1986,,,NA.pdf,fa056592-4c64-4c51-ac0c-8801eb07c212,,No,137495.5757,1581.736466
15661,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,2025,,,NA.pdf,fa49116a-09e1-4e24-86c2-41ad9bbbc0de,3,Yes,318910.916,2582.848957
15662,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,22,,237,1980,,,PUD 22.pdf,fa61fa5b-fbfd-442b-9d4c-7fe5c1652736,,No,49724.6709,925.8930049
15663,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,,,,,,333,2010,,,NA.pdf,fa821b4f-5784-4dc1-a4dd-3b7a2556358a,,Yes,46111.05322,877.9470983
15664,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,342,,740,1993,,,PUD 342.pdf,fa869266-02ef-44ad-8116-f888f4a77eec,,No,28546.46045,676.022569
15665,1956,Former Chapter 59 Zone,,,999,C-MU-20,Commercial Mixed Use,,WVRS,,,,711,2001,,,NA.pdf,fbe1df30-de80-4ee4-889e-4220631cb77e,,Yes,4278980.933,8598.821752
15666,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,2025,,,NA.pdf,fc16c9e2-cb3a-47b7-bf76-7e88f45132b9,3,Yes,407143.4023,3070.964225
15667,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,UO-3,,,,,333,2010,,,NA.pdf,fc647e61-6e08-4c63-a137-77df4ad17f5a,,Yes,6262.705566,407.8613715
15668,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,fd7b2fef-92fe-4630-beff-8fed71b56cf1,,No,34600.93945,1487.902388
15669,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,fdb542f9-6639-4b64-a346-da24bc35aefb,,No,435607.8364,2640.045283
15670,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,455,,449,1998,,,PUD 455.pdf,fdc41091-22e7-46c1-8afb-9d4950007203,,No,8184.361328,431.0985124
